Product ID	Product Name	Product Description	Product Page URL	Product Image URL	Product Brand	Product Category	UPC - Universal Product Code	Manufacturer Part Number	Original Price	Sale Price	Condition	Operating System	Processor Type	Processor Speed	Processor Number	Memory Size	Hard Drive Size	Warranty	Optical Drive	Graphics Memory	Graphics Chipset	adwords_queryparam	adwords_prefer_for_query	Shipping Cost	Product Type	Additional Images	c:druse:boolean	Screen Size
2000015570	Satellite P770-ST5GX1	Satellite P770-ST5GX1 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000015570	http://www.toshibadirect.com/images/products/100/satellite-p770-st5gx1-laptop.gif	Toshiba	Notebook PCs	883974949700	PSBY3U-0JJ01N	1079.0	899.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i5	2.40GHz (3.00GHz with Turbo Boost Technology)	i5-2430M	6GB	640GB		DVD-SuperMulti drive (+/-R double layer)	1GB GDDR3 discrete graphics memory		adId=GooglePlusBox	Laptops	0	RTS	/images/products/satellite_p775-s7215-600-01.jpg,/images/products/satellite_p775-s7215-600-02.jpg,/images/products/satellite_p775-s7215-600-03.jpg,/images/products/satellite_p775-s7215-600-04.jpg,/images/products/satellite_p775-s7215-600-05.jpg,/images/products/satellite_p775-s7215-600-06.jpg,/images/products/satellite_p775-s7215-600-07.jpg,/images/products/satellite_p775-s7215-600-08.jpg,/images/products/satellite_p775-s7215-600-09.jpg,/images/products/satellite_p775-s7215-600-10.jpg,/images/products/satellite_p775-s7215-600-11.jpg	true	17.3
2000015571	Satellite P770-ST5GX2	Satellite P770-ST5GX2 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000015571	http://www.toshibadirect.com/images/products/100/satellite-p770-st5gx2-laptop.gif	Toshiba	Notebook PCs	883974949717	PSBY3U-0JK01N	1279.0	1179.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i7	2.2 GHz (3.1 GHz with Turbo Boost Technology)	i7-2670QM	8GB	750GB		DVD-SuperMulti drive (+/-R double layer)	1GB GDDR3 discrete graphics memory		adId=GooglePlusBox	Laptops	0	RTS	/images/products/satellite_p775-s7215-600-01.jpg,/images/products/satellite_p775-s7215-600-02.jpg,/images/products/satellite_p775-s7215-600-03.jpg,/images/products/satellite_p775-s7215-600-04.jpg,/images/products/satellite_p775-s7215-600-05.jpg,/images/products/satellite_p775-s7215-600-06.jpg,/images/products/satellite_p775-s7215-600-07.jpg,/images/products/satellite_p775-s7215-600-08.jpg,/images/products/satellite_p775-s7215-600-09.jpg,/images/products/satellite_p775-s7215-600-10.jpg,/images/products/satellite_p775-s7215-600-11.jpg	true	17.3
2000014195	Satellite C650D-ST5N01	Satellite C650D-ST5N01 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000014195	http://www.toshibadirect.com/images/products/100/satellite-c650d-st5n01-laptop.gif	Toshiba	Notebook PCs	883974936380	PSC0YU-02V03W	529.0	429.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	AMD Dual-Core Accelerated Processor	1.65GHz	E-450	4GB	500GB		DVD-SuperMulti drive (+/-R double layer)			adId=GooglePlusBox	Laptops	19.99	RTS	/images/products/satellite-c655-s50xx-600-01.jpg,/images/products/satellite-c655-s50xx-600-02.jpg,/images/products/satellite-c655-s50xx-600-03.jpg,/images/products/satellite-c655-s50xx-600-04.jpg,/images/products/satellite-c655-s50xx-600-05.jpg,/images/products/satellite-c655-s50xx-600-06.jpg,/images/products/satellite-c655-s50xx-600-07.jpg	true	15.6
2000014196	Satellite C650D-ST5NX1	Satellite C650D-ST5NX1 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000014196	http://www.toshibadirect.com/images/products/100/satellite-c650d-st5nx1-laptop.gif	Toshiba	Notebook PCs	883974936397	PSC0YU-03203W	479.0	349.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	AMD Dual-Core Accelerated Processor	1.30GHz	E-300	3GB	320GB		DVD-SuperMulti drive (+/-R double layer)	384MB-1459MB dynamically allocated shared graphics memory		adId=GooglePlusBox	Laptops	19.99	RTS	/images/products/satellite-c655-s50xx-600-01.jpg,/images/products/satellite-c655-s50xx-600-02.jpg,/images/products/satellite-c655-s50xx-600-03.jpg,/images/products/satellite-c655-s50xx-600-04.jpg,/images/products/satellite-c655-s50xx-600-05.jpg,/images/products/satellite-c655-s50xx-600-06.jpg,/images/products/satellite-c655-s50xx-600-07.jpg	true	15.6
2000014197	Satellite C650-ST5N02	Satellite C650-ST5N02 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000014197	http://www.toshibadirect.com/images/products/100/satellite-c650-st5n02-laptop.gif	Toshiba	Notebook PCs	883974936403	PSC2EU-01T027	599.0	499.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Pentium&reg;	2.10GHz	B950	4GB	500GB		DVD-SuperMulti drive (+/-R double layer)	64MB-1696MB dynamically allocated shared graphics memory		adId=GooglePlusBox	Laptops	19.99	RTS	/images/products/satellite-c655-s50xx-600-01.jpg,/images/products/satellite-c655-s50xx-600-02.jpg,/images/products/satellite-c655-s50xx-600-03.jpg,/images/products/satellite-c655-s50xx-600-04.jpg,/images/products/satellite-c655-s50xx-600-05.jpg,/images/products/satellite-c655-s50xx-600-06.jpg,/images/products/satellite-c655-s50xx-600-07.jpg	true	15.6
2000015572	Satellite C650-ST5NX1	Satellite C650-ST5NX1 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000015572	http://www.toshibadirect.com/images/products/100/satellite-c650-st5nx1-laptop.gif	Toshiba	Notebook PCs	883974949762	PSC2EU-02T027	579.0	509.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Pentium&reg;	2.10GHz	B950	3GB	320GB		DVD-SuperMulti drive (+/-R double layer)	64MB-1299MB dynamically allocated shared graphics memory		adId=GooglePlusBox	Laptops	0	RTS	/images/products/satellite-c655-s50xx-600-01.jpg,/images/products/satellite-c655-s50xx-600-02.jpg,/images/products/satellite-c655-s50xx-600-03.jpg,/images/products/satellite-c655-s50xx-600-04.jpg,/images/products/satellite-c655-s50xx-600-05.jpg,/images/products/satellite-c655-s50xx-600-06.jpg,/images/products/satellite-c655-s50xx-600-07.jpg	true	15.6
2000015573	Satellite C650-ST5NX2	Satellite C650-ST5NX2 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000015573	http://www.toshibadirect.com/images/products/100/satellite-c650-st5nx2-laptop.gif	Toshiba	Notebook PCs	883974949779	PSC2EU-04C027	649.0	579.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i3	2.20GHz	i3-2330M	3GB	500GB		DVD-SuperMulti drive (+/-R double layer)	64MB-1299MB dynamically allocated shared graphics memory		adId=GooglePlusBox	Laptops	0	RTS	/images/products/satellite-c655-s50xx-600-01.jpg,/images/products/satellite-c655-s50xx-600-02.jpg,/images/products/satellite-c655-s50xx-600-03.jpg,/images/products/satellite-c655-s50xx-600-04.jpg,/images/products/satellite-c655-s50xx-600-05.jpg,/images/products/satellite-c655-s50xx-600-06.jpg,/images/products/satellite-c655-s50xx-600-07.jpg	true	15.6
2000014200	Satellite L730-ST5N01	Satellite L730-ST5N01 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000014200	http://www.toshibadirect.com/images/products/100/satellite-l730-st5n01-laptop.gif	Toshiba	Notebook PCs	883974936427	PSK08U-04602S	779.0	699.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i3	2.20GHz	i3-2330M	6GB	640GB		DVD-SuperMulti drive (+/-R double layer)	64MB-1696MB dynamically allocated shared graphics memory		adId=GooglePlusBox	Laptops	0	RTS	/images/products/satellite_l735-s3220-600-01.jpg,/images/products/satellite_l735-s3220-600-02.jpg,/images/products/satellite_l735-s3220-600-03.jpg,/images/products/satellite_l735-s3220-600-04.jpg,/images/products/satellite_l735-s3220-600-05.jpg,/images/products/satellite_l735-s3220-600-06.jpg,/images/products/satellite_l735-s3220-600-07.jpg,/images/products/satellite_l735-s3220-600-08.jpg,/images/products/satellite_l735-s3220-600-09.jpg	true	13.3
2000014199	Satellite L740-ST5N02	Satellite L740-ST5N02 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000014199	http://www.toshibadirect.com/images/products/100/satellite-l740-st5n02-laptop.gif	Toshiba	Notebook PCs	883974936410	PSK0YU-03G02K	749.0	679.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i3	2.20GHz	i3-2330M	6GB	640GB		DVD-SuperMulti drive (+/-R double layer)	64MB-1696MB dynamically allocated shared graphics memory		adId=GooglePlusBox	Laptops	0	RTS	/images/products/satellite_l745d-s4220-600-01.jpg,/images/products/satellite_l745d-s4220-600-02.jpg,/images/products/satellite_l745d-s4220-600-03.jpg,/images/products/satellite_l745d-s4220-600-04.jpg,/images/products/satellite_l745d-s4220-600-05.jpg,/images/products/satellite_l745d-s4220-600-06.jpg,/images/products/satellite_l745d-s4220-600-07.jpg,/images/products/satellite_l745d-s4220-600-08.jpg,/images/products/satellite_l745d-s4220-600-09.jpg,/images/products/satellite_l745d-s4220-600-10.jpg,/images/products/satellite_l745d-s4220-600-11.jpg	true	14.0
2000014203	Satellite L750-ST5N02	Satellite L750-ST5N02 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000014203	http://www.toshibadirect.com/images/products/100/satellite-l750-st5n02-laptop.gif	Toshiba	Notebook PCs	883974936441	PSK1WU-08V04G	849.0	779.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i5	2.40GHz (3.00GHz with Turbo Boost Technology)	i5-2430M	6GB	640GB		DVD-SuperMulti drive (+/-R double layer)	64MB-1696MB dynamically allocated shared graphics memory		adId=GooglePlusBox	Laptops	0	RTS	/images/products/satellite_l755-s5213-600-01.jpg,/images/products/satellite_l755-s5213-600-02.jpg,/images/products/satellite_l755-s5213-600-03.jpg,/images/products/satellite_l755-s5213-600-04.jpg,/images/products/satellite_l755-s5213-600-05.jpg,/images/products/satellite_l755-s5213-600-06.jpg,/images/products/satellite_l755-s5213-600-07.jpg,/images/products/satellite_l755-s5213-600-08.jpg,/images/products/satellite_l755-s5213-600-09.jpg,/images/products/satellite_l755-s5213-600-10.jpg,/images/products/satellite_l755-s5213-600-11.jpg,/images/products/satellite_l755-s5213-600-12.jpg,/images/products/satellite_l755-s5213-600-13.jpg	true	15.6
2000015586	Satellite L750-ST5NX2	Satellite L750-ST5NX2 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000015586	http://www.toshibadirect.com/images/products/100/satellite-l750-st5nx2-laptop.gif	Toshiba	Notebook PCs	883974949786	PSK1WU-0RC04G	749.0	679.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i3	2.20GHz	i3-2330M	6GB	640GB		DVD-SuperMulti drive (+/-R double layer)	64MB-1696MB dynamically allocated shared graphics memory		adId=GooglePlusBox	Laptops	0	RTS	/images/products/satellite_l755-s5213-600-01.jpg,/images/products/satellite_l755-s5213-600-02.jpg,/images/products/satellite_l755-s5213-600-03.jpg,/images/products/satellite_l755-s5213-600-04.jpg,/images/products/satellite_l755-s5213-600-05.jpg,/images/products/satellite_l755-s5213-600-06.jpg,/images/products/satellite_l755-s5213-600-07.jpg,/images/products/satellite_l755-s5213-600-08.jpg,/images/products/satellite_l755-s5213-600-09.jpg,/images/products/satellite_l755-s5213-600-10.jpg,/images/products/satellite_l755-s5213-600-11.jpg,/images/products/satellite_l755-s5213-600-12.jpg,/images/products/satellite_l755-s5213-600-13.jpg	true	15.6
2000015824	Satellite L750D-ST5NX1	Satellite L750D-ST5NX1 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000015824	http://www.toshibadirect.com/images/products/100/satellite-l750d-st5nx1-laptop.gif	Toshiba	Notebook PCs	883974951604	PSK32U-03F00P	749.0	679.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	AMD Quad-Core Accelerated Processor	1.4GHz (2.3GHz with AMD Turbo Core Technology)	A6-3400M	6GB	640GB		DVD-SuperMulti drive (+/-R double layer)			adId=GooglePlusBox	Laptops	0	RTS	/images/products/satellite_l755-s5213-600-01.jpg,/images/products/satellite_l755-s5213-600-02.jpg,/images/products/satellite_l755-s5213-600-03.jpg,/images/products/satellite_l755-s5213-600-04.jpg,/images/products/satellite_l755-s5213-600-05.jpg,/images/products/satellite_l755-s5213-600-06.jpg,/images/products/satellite_l755-s5213-600-07.jpg,/images/products/satellite_l755-s5213-600-08.jpg,/images/products/satellite_l755-s5213-600-09.jpg,/images/products/satellite_l755-s5213-600-10.jpg,/images/products/satellite_l755-s5213-600-11.jpg,/images/products/satellite_l755-s5213-600-12.jpg,/images/products/satellite_l755-s5213-600-13.jpg	true	15.6
2000015587	Satellite L770-ST5NX2	Satellite L770-ST5NX2 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000015587	http://www.toshibadirect.com/images/products/100/satellite-l770-st5nx2-laptop.gif	Toshiba	Notebook PCs	883974949557	PSK3SU-06Y022	799.0	719.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i3	2.20GHz	i3-2330M	6GB	640GB		DVD-SuperMulti drive (+/-R double layer)	64MB-1696MB dynamically allocated shared graphics memory		adId=GooglePlusBox	Laptops	0	RTS	/images/products/satellite_l775d-s7220-600-01.jpg,/images/products/satellite_l775d-s7220-600-02.jpg,/images/products/satellite_l775d-s7220-600-03.jpg,/images/products/satellite_l775d-s7220-600-04.jpg,/images/products/satellite_l775d-s7220-600-05.jpg,/images/products/satellite_l775d-s7220-600-06.jpg,/images/products/satellite_l775d-s7220-600-07.jpg,/images/products/satellite_l775d-s7220-600-08.jpg,/images/products/satellite_l775d-s7220-600-09.jpg,/images/products/satellite_l775d-s7220-600-10.jpg,/images/products/satellite_l775d-s7220-600-11.jpg,/images/products/satellite_l775d-s7220-600-12.jpg	true	17.3
2000015588	Satellite L770D-ST5NX1	Satellite L770D-ST5NX1 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000015588	http://www.toshibadirect.com/images/products/100/satellite-l770d-st5nx1-laptop.gif	Toshiba	Notebook PCs	883974949632	PSK40U-01P00Q	799.0	719.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	AMD Quad-Core Accelerated Processor	2.30GHz	A6-3400M	6GB	640GB		DVD-SuperMulti drive (+/-R double layer)			adId=GooglePlusBox	Laptops	0	RTS	/images/products/satellite_l775d-s7220-600-01.jpg,/images/products/satellite_l775d-s7220-600-02.jpg,/images/products/satellite_l775d-s7220-600-03.jpg,/images/products/satellite_l775d-s7220-600-04.jpg,/images/products/satellite_l775d-s7220-600-05.jpg,/images/products/satellite_l775d-s7220-600-06.jpg,/images/products/satellite_l775d-s7220-600-07.jpg,/images/products/satellite_l775d-s7220-600-08.jpg,/images/products/satellite_l775d-s7220-600-09.jpg,/images/products/satellite_l775d-s7220-600-10.jpg,/images/products/satellite_l775d-s7220-600-11.jpg,/images/products/satellite_l775d-s7220-600-12.jpg	true	17.3
2000014208	Satellite P740-ST5N01	Satellite P740-ST5N01 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000014208	http://www.toshibadirect.com/images/products/100/satellite-p740-st5n01-laptop.gif	Toshiba	Notebook PCs	883974936458	PSMQ1U-00Q01U	849.0	779.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i5	2.40GHz (3.00GHz with Turbo Boost Technology)	i5-2430M	6GB	750GB		DVD-SuperMulti drive (+/-R double layer)	64MB-1696MB dynamically allocated shared graphics memory		adId=GooglePlusBox	Laptops	0	RTS	/images/products/satellite_p745-s4217-600-01.jpg,/images/products/satellite_p745-s4217-600-02.jpg,/images/products/satellite_p745-s4217-600-03.jpg,/images/products/satellite_p745-s4217-600-04.jpg,/images/products/satellite_p745-s4217-600-05.jpg,/images/products/satellite_p745-s4217-600-06.jpg,/images/products/satellite_p745-s4217-600-07.jpg,/images/products/satellite_p745-s4217-600-08.jpg,/images/products/satellite_p745-s4217-600-09.jpg,/images/products/satellite_p745-s4217-600-10.jpg	true	14.0
2000015589	Satellite P740-ST5GX1	Satellite P740-ST5GX1 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000015589	http://www.toshibadirect.com/images/products/100/satellite-p740-st5n01-laptop.gif	Toshiba	Notebook PCs	883974949809	PSMQ3U-05R039	999.0	849.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i5	2.40GHz (3.00GHz with Turbo Boost Technology)	i5-2430M	6GB	640GB		DVD-SuperMulti drive (+/-R double layer)	1GB GDDR3 discrete graphics memory		adId=GooglePlusBox	Laptops	0	RTS	/images/products/satellite_p745-s4217-600-01.jpg,/images/products/satellite_p745-s4217-600-02.jpg,/images/products/satellite_p745-s4217-600-03.jpg,/images/products/satellite_p745-s4217-600-04.jpg,/images/products/satellite_p745-s4217-600-05.jpg,/images/products/satellite_p745-s4217-600-06.jpg,/images/products/satellite_p745-s4217-600-07.jpg,/images/products/satellite_p745-s4217-600-08.jpg,/images/products/satellite_p745-s4217-600-09.jpg,/images/products/satellite_p745-s4217-600-10.jpg	true	14.0
2000011969	Portege R830-S8312	Portege R830-S8312 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000011969	http://www.toshibadirect.com/images/products/100/portege-r830-s8312-laptop.gif	Toshiba	Notebook PCs	883974913923	PT320U-0CS04E	1049.0	1049.0	New	Genuine Windows&reg; 7 Professional 64-bit, SP1<br>Genuine Windows&reg; 7 Professional 32-bit, SP1	Intel&reg; Core&#153; i3	2.20GHz	i3-2330M	4GB	500GB		DVD-SuperMulti drive (+/-R double layer)	64MB-1696MB dynamically allocated shared graphics memory		adId=GooglePlusBox	Laptops	0	SKU	/images/products/portege-r830-s83xx-600-01.jpg,/images/products/portege-r830-s83xx-600-02.jpg,/images/products/portege-r830-s83xx-600-03.jpg,/images/products/portege-r830-s83xx-600-04.jpg,/images/products/portege-r830-s83xx-600-05.jpg,/images/products/portege-r830-s83xx-600-06.jpg,/images/products/portege-r830-s83xx-600-07.jpg,/images/products/portege-r830-s83xx-600-08.jpg,/images/products/portege-r830-s83xx-600-09.jpg,/images/products/portege-r830-s83xx-600-10.jpg,/images/products/portege-r830-s83xx-600-11.jpg,/images/products/portege-r830-s83xx-600-12.jpg,/images/products/portege-r830-s83xx-600-13.jpg,/images/products/portege-r830-s83xx-600-14.jpg	true	13.3
2000014215	Satellite R845-ST5N01	Satellite R845-ST5N01 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000014215	http://www.toshibadirect.com/images/products/100/satellite-r845-st5n01-laptop.gif	Toshiba	Notebook PCs	883974936465	PT42NU-004006	799.99	699.99	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i5	2.40GHz (3.00GHz with Turbo Boost Technology)	i5-2430M	6GB	640GB		DVD-SuperMulti drive (+/-R double layer)	64MB-1696MB dynamically allocated shared graphics memory		adId=GooglePlusBox	Laptops	0	RTS		true	14.0
2000012658	Tecra R850-S8552	Tecra R850-S8552 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000012658	http://www.toshibadirect.com/images/products/100/tecra-r850-s8552-laptop.gif	Toshiba	Notebook PCs	883974920006	PT520U-06G036	1399.0	1399.0	New	Genuine Windows&reg; 7 Professional 64-bit, SP1<br>Genuine Windows&reg; 7 Professional 32-bit, SP1	Intel&reg; Core&#153; i7	2.80GHz (3.50GHz with Turbo Boost Technology)	i7-2640M	4GB	320GB		DVD-SuperMulti drive (+/-R double layer)	1GB GDDR3 discrete graphics memory		adId=GooglePlusBox	Laptops	0	SKU	/images/products/tecra_r850-s85xx-600-01.jpg,/images/products/tecra_r850-s85xx-600-02.jpg,/images/products/tecra_r850-s85xx-600-03.jpg,/images/products/tecra_r850-s85xx-600-04.jpg,/images/products/tecra_r850-s85xx-600-05.jpg,/images/products/tecra_r850-s85xx-600-06.jpg,/images/products/tecra_r850-s85xx-600-07.jpg,/images/products/tecra_r850-s85xx-600-08.jpg,/images/products/tecra_r850-s85xx-600-09.jpg,/images/products/tecra_r850-s85xx-600-10.jpg,/images/products/tecra_r850-s85xx-600-11.jpg,/images/products/tecra_r850-s85xx-600-12.jpg,/images/products/tecra_r850-s85xx-600-13.jpg	true	15.6
2000012659	Tecra R850-S8532	Tecra R850-S8532 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000012659	http://www.toshibadirect.com/images/products/100/tecra-r850-s8532-laptop.gif	Toshiba	Notebook PCs	883974920013	PT520U-06J036	1229.0	1229.0	New	Genuine Windows&reg; 7 Professional 64-bit, SP1<br>Genuine Windows&reg; 7 Professional 32-bit, SP1	Intel&reg; Core&#153; i5	2.50GHz (3.20GHz with Turbo Boost Technology)	i5-2520M	4GB	320GB		DVD-SuperMulti drive (+/-R double layer)	1GB GDDR3 discrete graphics memory		adId=GooglePlusBox	Laptops	0	SKU	/images/products/tecra_r850-s85xx-600-01.jpg,/images/products/tecra_r850-s85xx-600-02.jpg,/images/products/tecra_r850-s85xx-600-03.jpg,/images/products/tecra_r850-s85xx-600-04.jpg,/images/products/tecra_r850-s85xx-600-05.jpg,/images/products/tecra_r850-s85xx-600-06.jpg,/images/products/tecra_r850-s85xx-600-07.jpg,/images/products/tecra_r850-s85xx-600-08.jpg,/images/products/tecra_r850-s85xx-600-09.jpg,/images/products/tecra_r850-s85xx-600-10.jpg,/images/products/tecra_r850-s85xx-600-11.jpg,/images/products/tecra_r850-s85xx-600-12.jpg,/images/products/tecra_r850-s85xx-600-13.jpg	true	15.6
2000012661	Tecra R850-S8522	Tecra R850-S8522 Laptop	http://www.toshibadirect.com/td/b2c/pdet.to?poid=2000012661	http://www.toshibadirect.com/images/products/100/tecra-r850-s8522-laptop.gif	Toshiba	Notebook PCs	883974920037	PT525U-05502U	1129.0	1129.0	New	Genuine Windows&reg; 7 Professional 64-bit, SP1<br>Genuine Windows&reg; 7 Professional 32-bit, SP1	Intel&reg; Core&#153; i5	2.50GHz (3.20GHz with Turbo Boost Technology)	i5-2520M	4GB	320GB		DVD-SuperMulti drive (+/-R double layer)	64MB-1696MB dynamically allocated shared graphics memory		adId=GooglePlusBox	Laptops	0	SKU	/images/products/tecra_r850-s85xx-600-01.jpg,/images/products/tecra_r850-s85xx-600-02.jpg,/images/products/tecra_r850-s85xx-600-03.jpg,/images/products/tecra_r850-s85xx-600-04.jpg,/images/products/tecra_r850-s85xx-600-05.jpg,/images/products/tecra_r850-s85xx-600-06.jpg,/images/products/tecra_r850-s85xx-600-07.jpg,/images/products/tecra_r850-s85xx-600-08.jpg,/images/products/tecra_r850-s85xx-600-09.jpg,/images/products/tecra_r850-s85xx-600-10.jpg,/images/products/tecra_r850-s85xx-600-11.jpg,/images/products/tecra_r850-s85xx-600-12.jpg,/images/products/tecra_r850-s85xx-600-13.jpg	true	15.6
2000016323	Satellite C650D-BT5N11 Customizable	Satellite C650D-BT5N11 Laptop	http://www.toshibadirect.com/td/b2c/cdetland.to?poid=2000016323	http://www.toshibadirect.com/images/products/100/satellite-c650d-bt5n11-laptop.gif	Toshiba	Notebook PCs		PSC0YU-03T03W	594.0	349.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1|<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Professional (64-bit), SP1	AMD E-Series|AMD Dual-Core Accelerated Processor	1.65GHz|1.30GHz	E-450|E-300	2GB|4GB|8GB|6GB|3GB	320GB|640GB|500GB		DVD-SuperMulti drive (+/-R double layer)|DVD-SuperMulti (+/-R double layer) with Labelflash&#153; drive			adId=GooglePlusBox	Laptops	19.99	BTO	/images/products/satellite-c655-s5049-600-01.jpg,/images/products/satellite-c655-s5049-600-02.jpg,/images/products/satellite-c655-s5049-600-03.jpg,/images/products/satellite-c655-s5049-600-04.jpg,/images/products/satellite-c655-s5049-600-05.jpg,/images/products/satellite-c655-s5049-600-06.jpg,/images/products/satellite-c655-s5049-600-07.jpg	true	15.6
