Product ID	Product Name	Product Description	Product Page URL	Product Image URL	Product Brand	Product Category	UPC - Universal Product Code	Manufacturer Part Number	Original Price	Sale Price	Condition	Operating System	Processor Type	Processor Speed	Processor Number	Memory Size	Hard Drive Size	Warranty	Optical Drive	Graphics Memory	Graphics Chipset	adwords_queryparam	adwords_prefer_for_query	Shipping Cost	Product Type	Additional Images	c:druse:boolean	Screen Size	Hard Drive Speed
2000016387	Satellite L740-BT4N11 Customizable	Satellite L740-BT4N11 Laptops	http://www.toshibadirect.com/td/b2c/cdetland.to?poid=2000016387	http://www.toshibadirect.com/images/products/100/satellite-l740-bt4n11-laptop.gif	Toshiba	Notebook PCs		PSK0YU-0DL02K	689.0	349.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Professional (64-bit), SP1|<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i3|Intel&reg; Core&#153; i5|Intel&reg; Pentium&reg;	2.20GHz|2.10GHz|2.40GHz (3.00GHz with Turbo Boost Technology)	i3-2330M|B950|i5-2430M	4GB|3GB|8GB|6GB	750GB|640GB|320GB|500GB		DVD-SuperMulti drive (+/-R double layer)|DVD-SuperMulti (+/-R double layer) with Labelflash&#153; drive|Blu-ray Disc&#153; ROM and DVD SuperMulti drive with Labelflash&reg;			adId=GooglePlusBox	Laptops	19.99	BTO	/images/products/satellite_l745d-s4220-600-01.jpg,/images/products/satellite_l745d-s4220-600-02.jpg,/images/products/satellite_l745d-s4220-600-03.jpg,/images/products/satellite_l745d-s4220-600-04.jpg,/images/products/satellite_l745d-s4220-600-05.jpg,/images/products/satellite_l745d-s4220-600-06.jpg,/images/products/satellite_l745d-s4220-600-07.jpg,/images/products/satellite_l745d-s4220-600-08.jpg,/images/products/satellite_l745d-s4220-600-09.jpg,/images/products/satellite_l745d-s4220-600-10.jpg,/images/products/satellite_l745d-s4220-600-11.jpg	true	14.0	5400.0
2000016388	Satellite L740-BT4N22 Customizable	Satellite L740-BT4N22 Laptops	http://www.toshibadirect.com/td/b2c/cdetland.to?poid=2000016388	http://www.toshibadirect.com/images/products/100/satellite-l740-bt4n11-laptop.gif	Toshiba	Notebook PCs		PSK0YU-0G402K	739.0	399.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Professional (64-bit), SP1|<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i3|Intel&reg; Core&#153; i5	2.20GHz|2.40GHz (3.00GHz with Turbo Boost Technology)	i3-2330M|i5-2430M	8GB|6GB|4GB|3GB	640GB|320GB|500GB|750GB		Blu-ray Disc&#153; ROM and DVD SuperMulti drive with Labelflash&reg;|DVD-SuperMulti (+/-R double layer) with Labelflash&#153; drive|DVD-SuperMulti drive (+/-R double layer)			adId=GooglePlusBox	Laptops	19.99	BTO	/images/products/satellite_l745d-s4220-600-01.jpg,/images/products/satellite_l745d-s4220-600-02.jpg,/images/products/satellite_l745d-s4220-600-03.jpg,/images/products/satellite_l745d-s4220-600-04.jpg,/images/products/satellite_l745d-s4220-600-05.jpg,/images/products/satellite_l745d-s4220-600-06.jpg,/images/products/satellite_l745d-s4220-600-07.jpg,/images/products/satellite_l745d-s4220-600-08.jpg,/images/products/satellite_l745d-s4220-600-09.jpg,/images/products/satellite_l745d-s4220-600-10.jpg,/images/products/satellite_l745d-s4220-600-11.jpg	true	14.0	5400.0
2000016389	Satellite L750-BT4N22 Customizable	Satellite L750-BT4N22 Laptop	http://www.toshibadirect.com/td/b2c/cdetland.to?poid=2000016389	http://www.toshibadirect.com/images/products/100/satellite-l750-bt4n22-laptop.gif	Toshiba	Notebook PCs		PSK1WU-0UP04G	739.0	399.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Professional (64-bit), SP1|<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i3|Intel&reg; Core&#153; i5	2.40GHz (3.00GHz with Turbo Boost Technology)|2.20GHz	i3-2330M|i5-2430M	4GB|6GB|3GB|8GB	320GB|750GB|500GB|640GB		DVD-SuperMulti drive (+/-R double layer)|DVD-SuperMulti (+/-R double layer) with Labelflash&#153; drive|Blu-ray Disc&#153; ROM and DVD SuperMulti drive with Labelflash&reg;			adId=GooglePlusBox	Laptops	19.99	BTO	/images/products/satellite_l755-s5213-600-01.jpg,/images/products/satellite_l755-s5213-600-02.jpg,/images/products/satellite_l755-s5213-600-03.jpg,/images/products/satellite_l755-s5213-600-04.jpg,/images/products/satellite_l755-s5213-600-05.jpg,/images/products/satellite_l755-s5213-600-06.jpg,/images/products/satellite_l755-s5213-600-07.jpg,/images/products/satellite_l755-s5213-600-08.jpg,/images/products/satellite_l755-s5213-600-09.jpg,/images/products/satellite_l755-s5213-600-10.jpg,/images/products/satellite_l755-s5213-600-11.jpg,/images/products/satellite_l755-s5213-600-12.jpg,/images/products/satellite_l755-s5213-600-13.jpg	true	15.6	5400.0
2000016415	Satellite L770-BT4N22 Customizable	Satellite L770-BT4N22 Laptop	http://www.toshibadirect.com/td/b2c/cdetland.to?poid=2000016415	http://www.toshibadirect.com/images/products/100/satellite-l770-bt4n22-laptop.gif	Toshiba	Notebook PCs		PSK3SU-0C5022	819.0	479.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Professional (64-bit), SP1|<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i3|Intel&reg; Core&#153; i5	2.20GHz|2.40GHz (3.00GHz with Turbo Boost Technology)	i3-2330M|i5-2430M	4GB|3GB|6GB|8GB	320GB|750GB|640GB|500GB		DVD-SuperMulti (+/-R double layer) with Labelflash&#153; drive|Blu-ray Disc&#153; ROM and DVD SuperMulti drive with Labelflash&reg;|DVD-SuperMulti drive (+/-R double layer)			adId=GooglePlusBox	Laptops	19.99	BTO	/images/products/satellite_l775-s7245-600-01.jpg,/images/products/satellite_l775-s7245-600-02.jpg,/images/products/satellite_l775-s7245-600-03.jpg,/images/products/satellite_l775-s7245-600-04.jpg,/images/products/satellite_l775-s7245-600-05.jpg,/images/products/satellite_l775-s7245-600-06.jpg,/images/products/satellite_l775-s7245-600-07.jpg,/images/products/satellite_l775-s7245-600-08.jpg,/images/products/satellite_l775-s7245-600-09.jpg,/images/products/satellite_l775-s7245-600-10.jpg	true	17.3	5400.0
2000016417	Satellite P740-BT4G22 Customizable	Satellite P740-BT4G22 Laptop	http://www.toshibadirect.com/td/b2c/cdetland.to?poid=2000016417	http://www.toshibadirect.com/images/products/100/satellite-p740-bt4n22-laptop.gif	Toshiba	Notebook PCs		PSMQ3U-095039	1059.0	699.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Professional (64-bit)|<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit)	Intel&reg; Core&#153; i5	2.40GHz (3.00GHz with Turbo Boost Technology)	i5-2430M	4GB|6GB|8GB	750GB|500GB|640GB		DVD-SuperMulti drive (+/-R double layer)|Blu-ray Disc&#153; ROM and DVD SuperMulti drive with Labelflash&reg;|Blu-ray Disc&#153; RE  with SuperMulti DVD&plusmn;R/RW Double Layer drive	1GB GDDR3 discrete graphics memory		adId=GooglePlusBox	Laptops	0	BTO	/images/products/satellite_p745-s4217-600-01.jpg,/images/products/satellite_p745-s4217-600-02.jpg,/images/products/satellite_p745-s4217-600-03.jpg,/images/products/satellite_p745-s4217-600-04.jpg,/images/products/satellite_p745-s4217-600-05.jpg,/images/products/satellite_p745-s4217-600-06.jpg,/images/products/satellite_p745-s4217-600-07.jpg,/images/products/satellite_p745-s4217-600-08.jpg,/images/products/satellite_p745-s4217-600-09.jpg,/images/products/satellite_p745-s4217-600-10.jpg	true	14.0	5400.0|7200.0
2000016418	Satellite P740-BT4N22 Customizable	Satellite P740-BT4N22 Laptop	http://www.toshibadirect.com/td/b2c/cdetland.to?poid=2000016418	http://www.toshibadirect.com/images/products/100/satellite-p740-bt4n22-laptop.gif	Toshiba	Notebook PCs		PSMQ1U-05601U	879.0	499.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit)|<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Professional (64-bit)	Intel&reg; Core&#153; i3|Intel&reg; Core&#153; i5	2.40GHz (3.00GHz with Turbo Boost Technology)|2.20GHz	i3-2330M|i5-2430M	4GB|8GB|6GB|3GB	320GB|750GB|640GB|500GB		DVD-SuperMulti (+/-R double layer) with Labelflash&#153; drive|Blu-ray Disc&#153; ROM and DVD SuperMulti drive with Labelflash&reg;|Blu-ray Disc&#153; RE  with SuperMulti DVD&plusmn;R/RW Double Layer drive|DVD-SuperMulti drive (+/-R double layer)			adId=GooglePlusBox	Laptops	19.99	BTO	/images/products/satellite_p745-s4217-600-01.jpg,/images/products/satellite_p745-s4217-600-02.jpg,/images/products/satellite_p745-s4217-600-03.jpg,/images/products/satellite_p745-s4217-600-04.jpg,/images/products/satellite_p745-s4217-600-05.jpg,/images/products/satellite_p745-s4217-600-06.jpg,/images/products/satellite_p745-s4217-600-07.jpg,/images/products/satellite_p745-s4217-600-08.jpg,/images/products/satellite_p745-s4217-600-09.jpg,/images/products/satellite_p745-s4217-600-10.jpg	true	14.0	5400.0|7200.0
2000016420	Satellite P750-BT4G22 Customizable	Satellite P750-BT4G22 Laptop	http://www.toshibadirect.com/td/b2c/cdetland.to?poid=2000016420	http://www.toshibadirect.com/images/products/100/satellite-p750-bt4g22-laptop.gif	Toshiba	Notebook PCs		PSAY3U-10703H	1159.0	799.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1|<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Professional (64-bit), SP1	Intel&reg; Core&#153; i7	2.2 GHz (3.1 GHz with Turbo Boost Technology)	i7-2670QM	4GB|6GB|8GB	750GB|500GB|640GB		DVD-SuperMulti (+/-R double layer) with Labelflash&#153; drive|Blu-ray Disc&#153; ROM and DVD SuperMulti drive with Labelflash&reg;|Blu-ray Disc&#153; RE  with SuperMulti DVD&plusmn;R/RW Double Layer drive|DVD-SuperMulti drive (+/-R double layer)	1GB GDDR3 discrete graphics memory		adId=GooglePlusBox	Laptops	0	BTO	/images/products/satellite_p755-s5215-600-01.jpg,/images/products/satellite_p755-s5215-600-02.jpg,/images/products/satellite_p755-s5215-600-03.jpg,/images/products/satellite_p755-s5215-600-04.jpg,/images/products/satellite_p755-s5215-600-05.jpg,/images/products/satellite_p755-s5215-600-06.jpg,/images/products/satellite_p755-s5215-600-07.jpg,/images/products/satellite_p755-s5215-600-08.jpg,/images/products/satellite_p755-s5215-600-09.jpg,/images/products/satellite_p755-s5215-600-10.jpg,/images/products/satellite_p755-s5215-600-11.jpg	true	15.6	5400.0|7200.0
2000016422	Satellite P750-BT4N22 Customizable	Satellite P750-BT4N22 Laptop	http://www.toshibadirect.com/td/b2c/cdetland.to?poid=2000016422	http://www.toshibadirect.com/images/products/100/satellite-p750-bt4n22-laptop.gif	Toshiba	Notebook PCs		PSAY1U-0FH028	879.0	499.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Professional (64-bit), SP1|<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i5|Intel&reg; Core&#153; i3|Intel&reg; Core&#153; i7	2.20GHz|2.2 GHz (3.1 GHz with Turbo Boost Technology)|2.40GHz (3.00GHz with Turbo Boost Technology)	i7-2670QM|i3-2330M|i5-2430M	6GB|4GB|8GB|3GB	500GB|750GB|320GB|640GB		DVD-SuperMulti (+/-R double layer) with Labelflash&#153; drive|Blu-ray Disc&#153; ROM and DVD SuperMulti drive with Labelflash&reg;|Blu-ray Disc&#153; RE  with SuperMulti DVD&plusmn;R/RW Double Layer drive|DVD-SuperMulti drive (+/-R double layer)			adId=GooglePlusBox	Laptops	19.99	BTO	/images/products/satellite_p755-s5215-600-01.jpg,/images/products/satellite_p755-s5215-600-02.jpg,/images/products/satellite_p755-s5215-600-03.jpg,/images/products/satellite_p755-s5215-600-04.jpg,/images/products/satellite_p755-s5215-600-05.jpg,/images/products/satellite_p755-s5215-600-06.jpg,/images/products/satellite_p755-s5215-600-07.jpg,/images/products/satellite_p755-s5215-600-08.jpg,/images/products/satellite_p755-s5215-600-09.jpg,/images/products/satellite_p755-s5215-600-10.jpg,/images/products/satellite_p755-s5215-600-11.jpg	true	15.6	5400.0|7200.0
2000016423	Satellite P750D-BT4N22 Customizable	Satellite P750D-BT4N22 Laptop	http://www.toshibadirect.com/td/b2c/cdetland.to?poid=2000016423	http://www.toshibadirect.com/images/products/100/satellite-p750d-bt4n22-laptop.gif	Toshiba	Notebook PCs		PSAZ1U-03R01S	879.0	499.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1|<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Professional (64-bit), SP1	AMD Quad-Core Accelerated Processor	1.4GHz (2.3GHz with AMD Turbo Core Technology)|1.5GHz (2.4GHz with AMD Turbo Core Technology)	A6-3400M|A8-3500M	8GB|3GB|4GB|6GB	640GB|500GB|750GB|320GB		DVD-SuperMulti (+/-R double layer) with Labelflash&#153; drive|Blu-ray Disc&#153; ROM and DVD SuperMulti drive with Labelflash&reg;|Blu-ray Disc&#153; RE  with SuperMulti DVD&plusmn;R/RW Double Layer drive|DVD-SuperMulti drive (+/-R double layer)			adId=GooglePlusBox	Laptops	19.99	BTO	/images/products/satellite_p755-s5215-600-01.jpg,/images/products/satellite_p755-s5215-600-02.jpg,/images/products/satellite_p755-s5215-600-03.jpg,/images/products/satellite_p755-s5215-600-04.jpg,/images/products/satellite_p755-s5215-600-05.jpg,/images/products/satellite_p755-s5215-600-06.jpg,/images/products/satellite_p755-s5215-600-07.jpg,/images/products/satellite_p755-s5215-600-08.jpg,/images/products/satellite_p755-s5215-600-09.jpg,/images/products/satellite_p755-s5215-600-10.jpg,/images/products/satellite_p755-s5215-600-11.jpg	true	15.6	5400.0|7200.0
2000016424	Satellite P770-BT4G22 Customizable	Satellite P770-BT4G22 Laptop	http://www.toshibadirect.com/td/b2c/cdetland.to?poid=2000016424	http://www.toshibadirect.com/images/products/100/satellite-p770-bt4g22-laptop.gif	Toshiba	Notebook PCs		PSBY3U-0TF03C	1239.0	879.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1|<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Professional (64-bit), SP1	Intel&reg; Core&#153; i7	2.2 GHz (3.1 GHz with Turbo Boost Technology)	i7-2670QM	4GB|6GB|8GB	500GB|750GB|640GB		DVD-SuperMulti drive (+/-R double layer)|Blu-ray Disc&#153; ROM and DVD SuperMulti drive with Labelflash&reg;|Blu-ray Disc&#153; RE  with SuperMulti DVD&plusmn;R/RW Double Layer drive	1GB GDDR3 discrete graphics memory		adId=GooglePlusBox	Laptops	0	BTO	/images/products/satellite_p775-s7215-600-01.jpg,/images/products/satellite_p775-s7215-600-02.jpg,/images/products/satellite_p775-s7215-600-03.jpg,/images/products/satellite_p775-s7215-600-04.jpg,/images/products/satellite_p775-s7215-600-05.jpg,/images/products/satellite_p775-s7215-600-06.jpg,/images/products/satellite_p775-s7215-600-07.jpg,/images/products/satellite_p775-s7215-600-08.jpg,/images/products/satellite_p775-s7215-600-09.jpg,/images/products/satellite_p775-s7215-600-10.jpg,/images/products/satellite_p775-s7215-600-11.jpg	true	17.3	5400.0|7200.0
2000016425	Satellite P770-BT4N22 Customizable	Satellite P770-BT4N22 Laptop	http://www.toshibadirect.com/td/b2c/cdetland.to?poid=2000016425	http://www.toshibadirect.com/images/products/100/satellite-p770-bt4n22-laptop.gif	Toshiba	Notebook PCs		PSBY1U-09101X	1059.0	679.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Professional (64-bit), SP1|<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	Intel&reg; Core&#153; i5|Intel&reg; Core&#153; i7	2.2 GHz (3.1 GHz with Turbo Boost Technology)|2.40GHz (3.00GHz with Turbo Boost Technology)	i5-2430M|i7-2670QM	8GB|3GB|6GB|4GB	750GB|640GB|320GB|500GB		DVD-SuperMulti drive (+/-R double layer)|Blu-ray Disc&#153; ROM and DVD SuperMulti drive with Labelflash&reg;|Blu-ray Disc&#153; RE  with SuperMulti DVD&plusmn;R/RW Double Layer drive			adId=GooglePlusBox	Laptops	0	BTO	/images/products/satellite_p775-s7215-600-01.jpg,/images/products/satellite_p775-s7215-600-02.jpg,/images/products/satellite_p775-s7215-600-03.jpg,/images/products/satellite_p775-s7215-600-04.jpg,/images/products/satellite_p775-s7215-600-05.jpg,/images/products/satellite_p775-s7215-600-06.jpg,/images/products/satellite_p775-s7215-600-07.jpg,/images/products/satellite_p775-s7215-600-08.jpg,/images/products/satellite_p775-s7215-600-09.jpg,/images/products/satellite_p775-s7215-600-10.jpg,/images/products/satellite_p775-s7215-600-11.jpg	true	17.3	5400.0|7200.0
2000016426	Satellite P770D-BT4N22 Customizable	Satellite P770D-BT4N22	http://www.toshibadirect.com/td/b2c/cdetland.to?poid=2000016426	http://www.toshibadirect.com/images/products/100/satellite-p770d-bt4n22-laptop.gif	Toshiba	Notebook PCs		PSBZ1U-00E01R	959.0	579.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1|<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Professional (64-bit), SP1	AMD Quad-Core Accelerated Processor	1.4GHz (2.3GHz with AMD Turbo Core Technology)|1.5GHz (2.4GHz with AMD Turbo Core Technology)	A6-3400M|A8-3500M	3GB|6GB|4GB|8GB	640GB|500GB|750GB|320GB		DVD-SuperMulti (+/-R double layer) with Labelflash&#153; drive|Blu-ray Disc&#153; ROM and DVD SuperMulti drive with Labelflash&reg;|Blu-ray Disc&#153; RE  with SuperMulti DVD&plusmn;R/RW Double Layer drive|DVD-SuperMulti drive (+/-R double layer)			adId=GooglePlusBox	Laptops	0	BTO	/images/products/satellite_p775-s7215-600-01.jpg,/images/products/satellite_p775-s7215-600-02.jpg,/images/products/satellite_p775-s7215-600-03.jpg,/images/products/satellite_p775-s7215-600-04.jpg,/images/products/satellite_p775-s7215-600-05.jpg,/images/products/satellite_p775-s7215-600-06.jpg,/images/products/satellite_p775-s7215-600-07.jpg,/images/products/satellite_p775-s7215-600-08.jpg,/images/products/satellite_p775-s7215-600-09.jpg,/images/products/satellite_p775-s7215-600-10.jpg,/images/products/satellite_p775-s7215-600-11.jpg	true	17.3	5400.0|7200.0
2000016416	Satellite L770D-BT5N11 Customizable	Satellite L770D-BT5N11 Laptop	http://www.toshibadirect.com/td/b2c/cdetland.to?poid=2000016416	http://www.toshibadirect.com/images/products/100/satellite-l770-bt4n22-laptop.gif	Toshiba	Notebook PCs		PSK40U-01700Q	819.0	449.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1|<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Professional (64-bit), SP1	AMD Quad-Core Accelerated Processor|AMD Dual-Core Accelerated Processor	2.50GHz|2.30GHz	A6-3400M|A8-3500M|A4-3300M	6GB|3GB|4GB|8GB	320GB|750GB|640GB|500GB		Blu-ray Disc&#153; ROM and DVD SuperMulti drive with Labelflash&reg;|DVD-SuperMulti drive (+/-R double layer)|DVD-SuperMulti (+/-R double layer) with Labelflash&#153; drive			adId=GooglePlusBox	Laptops	19.99	BTO	/images/products/satellite_l775-s7245-600-01.jpg,/images/products/satellite_l775-s7245-600-02.jpg,/images/products/satellite_l775-s7245-600-03.jpg,/images/products/satellite_l775-s7245-600-04.jpg,/images/products/satellite_l775-s7245-600-05.jpg,/images/products/satellite_l775-s7245-600-06.jpg,/images/products/satellite_l775-s7245-600-07.jpg,/images/products/satellite_l775-s7245-600-08.jpg,/images/products/satellite_l775-s7245-600-09.jpg,/images/products/satellite_l775-s7245-600-10.jpg	true	17.3	5400.0
2000016390	Satellite L750D-BT5N11 Customizable	Satellite L750D-BT5N11 Laptop	http://www.toshibadirect.com/td/b2c/cdetland.to?poid=2000016390	http://www.toshibadirect.com/images/products/100/satellite-l750-bt4n22-laptop.gif	Toshiba	Notebook PCs		PSK32U-02200P	739.0	399.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Professional (64-bit), SP1|<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1	AMD Dual-Core Accelerated Processor|AMD Quad-Core Accelerated Processor	1.9GHz (2.5GHz with AMD Turbo Core Technology)|1.4GHz (2.3GHz with AMD Turbo Core Technology)	A8-3500M|A4-3300M|A6-3400M	6GB|4GB|3GB|8GB	320GB|750GB|640GB|500GB		DVD-SuperMulti (+/-R double layer) with Labelflash&#153; drive|Blu-ray Disc&#153; ROM and DVD SuperMulti drive with Labelflash&reg;|DVD-SuperMulti drive (+/-R double layer)			adId=GooglePlusBox	Laptops	19.99	BTO	/images/products/satellite_l755-s5213-600-01.jpg,/images/products/satellite_l755-s5213-600-02.jpg,/images/products/satellite_l755-s5213-600-03.jpg,/images/products/satellite_l755-s5213-600-04.jpg,/images/products/satellite_l755-s5213-600-05.jpg,/images/products/satellite_l755-s5213-600-06.jpg,/images/products/satellite_l755-s5213-600-07.jpg,/images/products/satellite_l755-s5213-600-08.jpg,/images/products/satellite_l755-s5213-600-09.jpg,/images/products/satellite_l755-s5213-600-10.jpg,/images/products/satellite_l755-s5213-600-11.jpg,/images/products/satellite_l755-s5213-600-12.jpg,/images/products/satellite_l755-s5213-600-13.jpg	true	15.6	5400.0
2000016419	Satellite P740D-BT4N22 Customizable	Satellite P740D-BT4N22  Laptop	http://www.toshibadirect.com/td/b2c/cdetland.to?poid=2000016419	http://www.toshibadirect.com/images/products/100/satellite-p740-bt4n22-laptop.gif	Toshiba	Notebook PCs		PSMR1U-013004	879.0	499.0	New	<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Home Premium (64-bit), SP1|<a href='http://www.toshibadirect.com/td/b2c/toshibadirect.to?page=genuineWindows' title='The Windows Genuine Advantage - Toshiba' target='_blank'>Genuine</a> Windows 7 Professional (64-bit), SP1	AMD Quad-Core Accelerated Processor	1.4GHz (2.3GHz with AMD Turbo Core Technology)|1.5GHz (2.4GHz with AMD Turbo Core Technology)	A6-3400M|A8-3500M	8GB|3GB|4GB|6GB	640GB|500GB|750GB|320GB		DVD-SuperMulti (+/-R double layer) with Labelflash&#153; drive|Blu-ray Disc&#153; ROM and DVD SuperMulti drive with Labelflash&reg;|Blu-ray Disc&#153; RE  with SuperMulti DVD&plusmn;R/RW Double Layer drive|DVD-SuperMulti drive (+/-R double layer)			adId=GooglePlusBox	Laptops	19.99	BTO	/images/products/satellite_p745-s4217-600-01.jpg,/images/products/satellite_p745-s4217-600-02.jpg,/images/products/satellite_p745-s4217-600-03.jpg,/images/products/satellite_p745-s4217-600-04.jpg,/images/products/satellite_p745-s4217-600-05.jpg,/images/products/satellite_p745-s4217-600-06.jpg,/images/products/satellite_p745-s4217-600-07.jpg,/images/products/satellite_p745-s4217-600-08.jpg,/images/products/satellite_p745-s4217-600-09.jpg,/images/products/satellite_p745-s4217-600-10.jpg	true	14.0	5400.0|7200.0
